name,host,thresh
Sent_packets,os_008,1.1777912382758655
Sent_queue,os_008,2.561704794409571
Shared_memory,os_008,1.8993293063816892
System_wait_queue_length,os_008,2.573346586816354
ss_total,os_008,4.532179067382807
Buffers_used,os_009,4.358108534789729
CPU_idle_pct,os_009,4.870189459021769
CPU_iowait_time,os_009,3.1570943070017097
CPU_system_time,os_009,3.52763874278492
CPU_user_time,os_009,4.5931435354467665
CPU_util_pct,os_009,4.2097695860532465
Cache_used,os_009,4.308425459678227
Disk_avgqu_sz,os_009,3.2564422459415496
Disk_await,os_009,2.5689291933338856
Disk_io_util,os_009,2.4500975115368133
Disk_rd_kbs,os_009,6.548893011807385
Disk_svctm,os_009,2.071740830897639
Disk_wr_ios,os_009,3.3896333420279854
Disk_wr_kbs,os_009,3.9216244885112896
FS_max_avail,os_009,4.379908960369686
FS_total_space,os_009,
FS_used_pct,os_009,4.335662570071152
FS_used_space,os_009,4.335662777321054
Incoming_network_traffic,os_009,4.154853197474765
Memory_available,os_009,4.602458752233454
Memory_available_pct,os_009,4.361213888466159
Memory_free,os_009,4.3150845300355805
Memory_used,os_009,4.590029982876172
Memory_used_pct,os_009,4.564590075822452
Num_of_processes,os_009,3.168179227497789
Num_of_running_processes,os_009,3.422363376401288
Outgoing_network_traffic,os_009,3.9170456369328854
Page_pi,os_009,6.550018556749582
Page_po,os_009,3.7274444794442663
Processor_load_15_min,os_009,5.34940143946309
Processor_load_1_min,os_009,6.404895200336931
Processor_load_5_min,os_009,6.226626417615433
Received_packets,os_009,6.174700030737332
Received_queue,os_009,5.275536240787191
Recv_total,os_009,4.469232274230813
Send_total,os_009,3.679068380813396
Sent_packets,os_009,6.160265205230208
Sent_queue,os_009,0.9366327933647571
Shared_memory,os_009,1.5327524421635013
System_wait_queue_length,os_009,4.566804807465462
ss_total,os_009,2.821243440184719
Buffers_used,os_010,5.934782072261269
CPU_idle_pct,os_010,4.167828382781215
CPU_iowait_time,os_010,3.721720059288735
CPU_system_time,os_010,3.039102605849654
CPU_user_time,os_010,3.4683616759786036
CPU_util_pct,os_010,4.083796911249829
Cache_used,os_010,4.259414392898181
Disk_avgqu_sz,os_010,2.971709845317621
Disk_io_util,os_010,1.993039708790399
Disk_rd_kbs,os_010,1.9207394092927914
Disk_svctm,os_010,1.9378465909711973
Disk_wr_ios,os_010,2.5768412655363906
Disk_wr_kbs,os_010,3.143454738687503
FS_max_avail,os_010,4.331211943621698
FS_used_pct,os_010,4.250759458927045
FS_used_space,os_010,4.255539431389047
Incoming_network_traffic,os_010,2.4943273863061792
Memory_available,os_010,5.776114950544587
Memory_available_pct,os_010,6.075174376255808
Memory_free,os_010,5.956816539139111
Memory_used,os_010,6.120706889991615
Memory_used_pct,os_010,6.154020211181934
Num_of_processes,os_010,2.6397972733097608
Num_of_running_processes,os_010,4.4264273274094315
Outgoing_network_traffic,os_010,6.179952759915826
Page_pi,os_010,1.9207394092927914
Page_po,os_010,2.3285776189997103
Processor_load_15_min,os_010,5.93264349063934
Processor_load_1_min,os_010,3.74943452719512
Processor_load_5_min,os_010,5.074105970999728
Received_packets,os_010,2.2772039042747476
Recv_total,os_010,2.495385673020717
Send_total,os_010,5.9305556289111045
Sent_packets,os_010,0.9246477777535763
Sent_queue,os_010,3.909442026405796
System_wait_queue_length,os_010,1.9832023779070858
ss_total,os_010,4.824819277551837
Buffers_used,os_011,3.7083781241417095
CPU_idle_pct,os_011,3.2829195011127545
CPU_iowait_time,os_011,3.530644815645996
CPU_system_time,os_011,3.0892964143331687
CPU_user_time,os_011,4.162858945799056
CPU_util_pct,os_011,3.2890962607684466
Cache_used,os_011,4.314274535969392
Disk_avgqu_sz,os_011,3.5358042275074713
Disk_await,os_011,4.638129672575612
Disk_io_util,os_011,2.4236711922813012
Disk_svctm,os_011,5.187814172984038
Disk_wr_ios,os_011,5.102253841868885
Disk_wr_kbs,os_011,3.5608710290200234
FS_max_avail,os_011,4.313132175249142
FS_used_pct,os_011,4.313949975082911
FS_used_space,os_011,4.3141248676709685
Incoming_network_traffic,os_011,4.2198233875405595
Memory_available,os_011,6.50127224768436
Memory_available_pct,os_011,6.870077410732043
Memory_free,os_011,4.225153154764449
Memory_used,os_011,6.807696929886376
Memory_used_pct,os_011,6.4654808313575804
Num_of_processes,os_011,3.9139281338022176
Outgoing_network_traffic,os_011,4.70952925129404
Page_po,os_011,4.171876711676802
Processor_load_15_min,os_011,7.185478190900141
Processor_load_1_min,os_011,4.182204908321037
Processor_load_5_min,os_011,6.507314828304616
Received_packets,os_011,2.5772318375879233
Received_queue,os_011,2.2343112133310377
Recv_total,os_011,4.063295739643666
Send_total,os_011,3.331864681317248
Sent_packets,os_011,1.2012762695601495
Sent_queue,os_011,4.530434743142378
Shared_memory,os_011,1.6390383166286793
System_wait_queue_length,os_011,0.9387200052566556
ss_total,os_011,5.735381242110348
Buffers_used,os_012,3.728819063985389
CPU_idle_pct,os_012,2.886480200272821
CPU_iowait_time,os_012,2.754986594475429
CPU_system_time,os_012,5.869714286794258
CPU_user_time,os_012,2.8260188020074786
CPU_util_pct,os_012,5.346941883683603
Cache_used,os_012,5.383363681770697
Disk_avgqu_sz,os_012,4.981126864156404
Disk_await,os_012,2.9750131032508937
Disk_io_util,os_012,6.923646095294592
Disk_rd_kbs,os_012,2.9616727484947294
Disk_svctm,os_012,3.9931961055479155
Disk_wr_ios,os_012,6.057409370582061
Disk_wr_kbs,os_012,5.730768924481885
FS_max_avail,os_012,4.415499723447302
FS_used_pct,os_012,4.413517595470152
FS_used_space,os_012,4.413096027276401
Incoming_network_traffic,os_012,3.644909605334456
Memory_available,os_012,5.347109439280679
Memory_available_pct,os_012,5.579251941869021
Memory_free,os_012,6.97300958784348
Memory_used,os_012,5.412181782106647
Memory_used_pct,os_012,5.443658287696165
Num_of_processes,os_012,1.6424541522622336
Num_of_running_processes,os_012,1.1446244181759746
Outgoing_network_traffic,os_012,3.435533425865217
Page_pi,os_012,3.1682725882123264
Page_po,os_012,4.76407702268695
Processor_load_15_min,os_012,4.697984055946199
Processor_load_1_min,os_012,3.2677790993606126
Processor_load_5_min,os_012,5.174064461477228
Received_packets,os_012,5.896492946602642
Received_queue,os_012,6.4152994805607175
Recv_total,os_012,4.016554460342317
Send_total,os_012,3.558353068344474
Sent_packets,os_012,4.192047975846627
Sent_queue,os_012,4.542635928206873
Shared_memory,os_012,1.1832973638600004
System_block_queue_length,os_012,7.541712651283511
System_wait_queue_length,os_012,2.291310989321637
ss_total,os_012,3.3328235169773475
Buffers_used,os_013,3.6289503215912773
CPU_idle_pct,os_013,4.872099267042255
CPU_iowait_time,os_013,4.534610115670707
CPU_system_time,os_013,3.96920559802468
CPU_user_time,os_013,4.058857200915849
CPU_util_pct,os_013,5.080105639847045
Cache_used,os_013,4.592867788754868
Disk_avgqu_sz,os_013,5.302816644937335
Disk_await,os_013,4.0441564585040775
Disk_io_util,os_013,5.1966197780528125
Disk_svctm,os_013,4.126073488627953
Disk_wr_ios,os_013,5.4253291569013005
Disk_wr_kbs,os_013,5.08228256039398
FS_max_avail,os_013,4.584275332976573
FS_used_pct,os_013,4.585670233875694
FS_used_space,os_013,4.585770550720008
Incoming_network_traffic,os_013,6.06203390620857
Memory_available,os_013,3.6707917709134654
Memory_available_pct,os_013,4.104368825402256
Memory_free,os_013,4.663422357572922
Memory_used,os_013,3.4726734558832852
Memory_used_pct,os_013,3.5610225429127573
Num_of_processes,os_013,4.8615445501713825
Num_of_running_processes,os_013,4.844214194313551
Outgoing_network_traffic,os_013,3.8662785469970333
Page_po,os_013,4.1477271973939525
Processor_load_15_min,os_013,3.560919920053853
Processor_load_1_min,os_013,3.8907164172238566
Processor_load_5_min,os_013,5.09232838509508
Received_packets,os_013,6.567702464501387
Recv_total,os_013,3.616832946747097
Send_total,os_013,3.9812389789210147
Sent_packets,os_013,4.2938868358209685
Sent_queue,os_013,5.205025352242267
Shared_memory,os_013,1.404577455967486
System_block_queue_length,os_013,1.3592298573480492
System_wait_queue_length,os_013,4.135739021345035
ss_total,os_013,6.5327916347243935
Buffers_used,os_014,3.3835239091847775
CPU_idle_pct,os_014,3.4286831871732457
CPU_iowait_time,os_014,3.1976799398518203
CPU_system_time,os_014,5.358435404387595
CPU_user_time,os_014,6.3364894141263886
CPU_util_pct,os_014,3.0996336848499384
Cache_used,os_014,4.173122436014824
Disk_avgqu_sz,os_014,3.0640533632233193
Disk_await,os_014,3.2261348429359233
Disk_io_util,os_014,2.284923567029048
Disk_svctm,os_014,2.406940718224729
Disk_wr_ios,os_014,3.689773797186684
Disk_wr_kbs,os_014,3.747094203248325
FS_max_avail,os_014,4.174861330956994
FS_used_pct,os_014,4.1740464050478385
FS_used_space,os_014,4.17342133310731
Incoming_network_traffic,os_014,3.259449495716814
Memory_available,os_014,4.692248770045172
Memory_available_pct,os_014,5.282379588670204
Memory_free,os_014,4.2206250734089235
Memory_used,os_014,4.611328176319926
Memory_used_pct,os_014,4.9538419982342985
Num_of_processes,os_014,5.186105221975791
Outgoing_network_traffic,os_014,4.125092250345465
Page_po,os_014,3.803759543050254
Processor_load_15_min,os_014,5.770608846516243
Processor_load_1_min,os_014,5.037217973323277
Processor_load_5_min,os_014,6.5301728540843245
Received_packets,os_014,4.3703440111914
Recv_total,os_014,4.441694140889339
Send_total,os_014,4.414666223467736
Sent_packets,os_014,6.057915089857919
Sent_queue,os_014,1.3312213900023495
Shared_memory,os_014,1.6069851407385065
System_block_queue_length,os_014,1.0323913958658764
System_wait_queue_length,os_014,2.2440474240898727
ss_total,os_014,4.464994429053073
Buffers_used,os_015,3.628950321551471
CPU_idle_pct,os_015,3.438437836567743
CPU_iowait_time,os_015,3.592583780038958
CPU_system_time,os_015,3.364555687559191
CPU_user_time,os_015,2.8777113634611697
CPU_util_pct,os_015,3.259970717922066
Cache_used,os_015,4.027297960040045
Disk_avgqu_sz,os_015,3.307248505077706
Disk_await,os_015,4.269615542186212
Disk_io_util,os_015,2.1787046771354928
Disk_svctm,os_015,4.389065570402343
Disk_wr_ios,os_015,3.9406728021355075
Disk_wr_kbs,os_015,3.4655426688591957
FS_max_avail,os_015,4.026074770205127
FS_used_pct,os_015,4.025950492134019
FS_used_space,os_015,4.023794104487678
Incoming_network_traffic,os_015,3.388602006271795
Memory_available,os_015,4.8720486837739845
Memory_available_pct,os_015,4.851550392475084
Memory_free,os_015,4.9902868588184
Memory_used,os_015,4.898370069262073
Memory_used_pct,os_015,4.694604019532413
Num_of_processes,os_015,6.164972676316887
Num_of_running_processes,os_015,0.959508580180758
Outgoing_network_traffic,os_015,4.613688291912916
Page_po,os_015,3.5010697870228142
Processor_load_15_min,os_015,3.029245108910108
Processor_load_1_min,os_015,4.7098164527531985
Processor_load_5_min,os_015,5.691592501122634
Received_packets,os_015,5.470389149815286
Recv_total,os_015,2.827174709041959
Send_total,os_015,2.7675190410900443
Sent_packets,os_015,5.249707861129169
Sent_queue,os_015,2.242100954849919
Shared_memory,os_015,1.0750515625316877
System_block_queue_length,os_015,1.048860204421844
System_wait_queue_length,os_015,2.1878220912873805
ss_total,os_015,4.65918678575789
Buffers_used,os_016,6.310904286147187
CPU_idle_pct,os_016,3.1601020146341026
CPU_iowait_time,os_016,3.115488363040641
CPU_system_time,os_016,4.849760183390617
CPU_user_time,os_016,2.83263286094611
CPU_util_pct,os_016,3.4888526873843504
Cache_used,os_016,4.45642240266145
Disk_avgqu_sz,os_016,3.4564637813018835
Disk_await,os_016,5.415128764152684
Disk_io_util,os_016,1.7196518606863167
Disk_svctm,os_016,4.207669353940396
Disk_wr_ios,os_016,4.521698730761884
Disk_wr_kbs,os_016,4.1497361035457745
FS_max_avail,os_016,4.455161479113888
FS_used_pct,os_016,4.4586173247037
FS_used_space,os_016,4.458121887777662
Incoming_network_traffic,os_016,3.5270216513115513
Memory_available,os_016,4.702973830212348
Memory_available_pct,os_016,3.9600420152914237
Memory_free,os_016,4.399414096111699
Memory_used,os_016,4.543019944495446
Memory_used_pct,os_016,3.8782576355184037
Num_of_processes,os_016,1.748951267078371
Num_of_running_processes,os_016,1.4647514172919354
Outgoing_network_traffic,os_016,3.5208490660630805
Page_po,os_016,4.658077554637441
Processor_load_15_min,os_016,4.45226630079065
Processor_load_1_min,os_016,3.90083711016977
Processor_load_5_min,os_016,5.865266941212301
Received_packets,os_016,3.49454514822828
Recv_total,os_016,3.1636316133463205
Send_total,os_016,2.976298660210646
Sent_packets,os_016,1.5054914637505465
Sent_queue,os_016,5.286825122315411
Shared_memory,os_016,1.0750515625316877
System_wait_queue_length,os_016,5.482942842683725
ss_total,os_016,5.328903446183448
CPU_idle_pct,os_017,5.8110411367644055
CPU_iowait_time,os_017,5.489898554847854
CPU_system_time,os_017,4.682121410861747
CPU_user_time,os_017,5.179706722112513
CPU_util_pct,os_017,6.150840752167059
Cache_used,os_017,2.901876634089615
Disk_avgqu_sz,os_017,2.9434357847244677
Disk_await,os_017,4.885287826345569
Disk_io_util,os_017,2.459355525682621
Disk_rd_kbs,os_017,1.9270262906785263
Disk_svctm,os_017,4.005236002236003
Disk_wr_ios,os_017,3.3804481905307484
Disk_wr_kbs,os_017,4.908638116350516
FS_max_avail,os_017,4.845345604314025
FS_used_pct,os_017,4.1691818195540105
FS_used_space,os_017,4.169133349867943
Incoming_network_traffic,os_017,4.640451862478859
Memory_available,os_017,4.087130106961884
Memory_available_pct,os_017,4.06953329543875
Memory_free,os_017,3.799102764192709
Memory_used,os_017,4.088443729751857
Memory_used_pct,os_017,4.071494598871744
Num_of_processes,os_017,2.3634659400400695
Num_of_running_processes,os_017,3.2400112098819456
Outgoing_network_traffic,os_017,4.306724989022607
Page_pi,os_017,1.948626559014162
Page_po,os_017,4.638289914172854
Processor_load_15_min,os_017,5.701176203830146
Processor_load_1_min,os_017,3.888159892161409
Processor_load_5_min,os_017,4.628142221509837
Received_packets,os_017,5.9730681492188396
Recv_total,os_017,4.012172116907689
Send_total,os_017,4.092912558212896
Sent_packets,os_017,6.021730208712895
Sent_queue,os_017,0.9416182472041109
Shared_memory,os_017,4.288168181121482
System_block_queue_length,os_017,1.3653648353293284
System_wait_queue_length,os_017,3.101639502397095
Zombie_Process,os_017,2.4195474425990717
ss_total,os_017,3.6198933376478033
CPU_idle_pct,os_018,4.838084704735323
CPU_iowait_time,os_018,3.4534162709429204
CPU_system_time,os_018,5.8732094156430765
CPU_user_time,os_018,4.051349594919145
CPU_util_pct,os_018,4.810891924674964
Cache_used,os_018,3.9727162899334285
Disk_avgqu_sz,os_018,4.144244504128405
Disk_await,os_018,3.628891957668301
Disk_io_util,os_018,2.6588803810462673
Disk_rd_kbs,os_018,5.710840915795107
Disk_svctm,os_018,3.453573661980719
Disk_wr_ios,os_018,5.062214658745735
Disk_wr_kbs,os_018,3.768685122953267
FS_max_avail,os_018,4.8130584007122446
FS_used_pct,os_018,4.76988374438981
