key,name,host,thresh
dcos_docker,container_thread_used_pct,docker_008,-1
dcos_docker,container_thread_used_pct,docker_003,-1
dcos_docker,container_thread_used_pct,docker_002,-1
dcos_docker,container_thread_used_pct,docker_005,-1
dcos_docker,container_thread_used_pct,docker_004,-1
dcos_docker,container_thread_used_pct,docker_007,-1
dcos_docker,container_thread_used_pct,docker_001,-1
dcos_docker,container_thread_used_pct,docker_006,-1
dcos_docker,container_mem_used,docker_008,0.8409867960331752
dcos_docker,container_mem_used,docker_003,
dcos_docker,container_mem_used,docker_005,
dcos_docker,container_mem_used,docker_002,0.8401165081668753
dcos_docker,container_mem_used,docker_004,
dcos_docker,container_mem_used,docker_007,0.8416293989449074
dcos_docker,container_mem_used,docker_001,0.7931023869961198
dcos_docker,container_mem_used,docker_006,0.8319467742480632
os_linux,Sent_errors_packets,os_012,-1
os_linux,Sent_errors_packets,os_001,-1
os_linux,Sent_errors_packets,os_011,-1
os_linux,Sent_errors_packets,os_020,-1
os_linux,Sent_errors_packets,os_019,-1
os_linux,Sent_errors_packets,os_004,-1
os_linux,Sent_errors_packets,os_010,-1
os_linux,Sent_errors_packets,os_003,-1
os_linux,Sent_errors_packets,os_006,-1
os_linux,Sent_errors_packets,os_005,-1
os_linux,Sent_errors_packets,os_016,-1
os_linux,Sent_errors_packets,os_015,-1
os_linux,Sent_errors_packets,os_007,-1
os_linux,Sent_errors_packets,os_002,-1
os_linux,Sent_errors_packets,os_017,-1
os_linux,Sent_errors_packets,os_021,-1
os_linux,Sent_errors_packets,os_014,-1
os_linux,Sent_errors_packets,os_022,-1
os_linux,Sent_errors_packets,os_009,-1
os_linux,Sent_errors_packets,os_013,-1
os_linux,Sent_errors_packets,os_018,-1
os_linux,Sent_errors_packets,os_008,-1
os_linux,Processor_load_5_min,os_012,4.989959682937735
os_linux,Processor_load_5_min,os_007,9.536316507750183
os_linux,Processor_load_5_min,os_013,6.274744879690793
os_linux,Processor_load_5_min,os_001,2.867097596821463
os_linux,Processor_load_5_min,os_019,4.3178808658874015
os_linux,Processor_load_5_min,os_014,5.487546311379417
os_linux,Processor_load_5_min,os_018,3.3601805175686854
os_linux,Processor_load_5_min,os_022,2.7789666749494466
os_linux,Processor_load_5_min,os_005,5.128315706526963
os_linux,Processor_load_5_min,os_015,6.765946623096813
os_linux,Processor_load_5_min,os_003,5.162701903187083
os_linux,Processor_load_5_min,os_021,3.116175743661545
os_linux,Processor_load_5_min,os_020,3.307147134749588
os_linux,Processor_load_5_min,os_016,6.395627061880516
os_linux,Processor_load_5_min,os_004,3.7887149976390715
os_linux,Processor_load_5_min,os_006,8.953166778294019
os_linux,Processor_load_5_min,os_017,4.12663818942631
os_linux,Processor_load_5_min,os_008,9.162179355979575
os_linux,Processor_load_5_min,os_011,5.798726487501589
os_linux,Processor_load_5_min,os_009,3.9569432864011715
os_linux,Processor_load_5_min,os_002,2.787939316208701
os_linux,Processor_load_5_min,os_010,3.432039138379401
os_linux,Disk_rd_ios,os_007,-1
os_linux,Disk_rd_ios,os_013,-1
os_linux,Disk_rd_ios,os_001,-1
os_linux,Disk_rd_ios,os_019,-1
os_linux,Disk_rd_ios,os_014,-1
os_linux,Disk_rd_ios,os_018,-1
os_linux,Disk_rd_ios,os_005,-1
os_linux,Disk_rd_ios,os_022,-1
os_linux,Disk_rd_ios,os_015,-1
os_linux,Disk_rd_ios,os_003,-1
os_linux,Disk_rd_ios,os_020,-1
os_linux,Disk_rd_ios,os_021,-1
os_linux,Disk_rd_ios,os_016,-1
os_linux,Disk_rd_ios,os_004,-1
os_linux,Disk_rd_ios,os_006,-1
os_linux,Disk_rd_ios,os_017,-1
os_linux,Disk_rd_ios,os_008,-1
os_linux,Disk_rd_ios,os_011,-1
os_linux,Disk_rd_ios,os_002,-1
os_linux,Disk_rd_ios,os_010,-1
os_linux,Disk_rd_ios,os_009,-1
os_linux,Disk_rd_ios,os_012,-1
os_linux,CPU_util_pct,os_002,1.0438575323276087
os_linux,CPU_util_pct,os_010,2.220093719360879
os_linux,CPU_util_pct,os_009,1.060825218206205
os_linux,CPU_util_pct,os_012,1.3027216184684225
os_linux,CPU_util_pct,os_007,1.852890937550684
os_linux,CPU_util_pct,os_013,1.453662088363454
os_linux,CPU_util_pct,os_001,1.0028705432166949
os_linux,CPU_util_pct,os_019,0.8435388058448768
os_linux,CPU_util_pct,os_014,1.4618032198036168
os_linux,CPU_util_pct,os_018,0.8294679099226074
os_linux,CPU_util_pct,os_005,0.8827899568068802
os_linux,CPU_util_pct,os_022,0.8198552953629618
os_linux,CPU_util_pct,os_015,1.16856278748029
os_linux,CPU_util_pct,os_003,0.8456710644447303
os_linux,CPU_util_pct,os_021,0.8787157265035508
os_linux,CPU_util_pct,os_020,0.8555522511250436
os_linux,CPU_util_pct,os_016,0.9174759319516705
os_linux,CPU_util_pct,os_004,0.9713516518611119
os_linux,CPU_util_pct,os_006,1.2452591397380746
os_linux,CPU_util_pct,os_008,1.0130165031240286
os_linux,CPU_util_pct,os_017,0.7896236812566664
os_linux,CPU_util_pct,os_011,0.8861413007644399
os_linux,Disk_io_util,os_012,3.706005039825503
os_linux,Disk_io_util,os_020,10.042534744915187
os_linux,Disk_io_util,os_003,3.5613737206464178
os_linux,Disk_io_util,os_006,-1
os_linux,Disk_io_util,os_009,-1
os_linux,Disk_io_util,os_016,-1
os_linux,Disk_io_util,os_008,-1
os_linux,Disk_io_util,os_021,13.08235122147805
os_linux,Disk_io_util,os_007,-1
os_linux,Disk_io_util,os_018,16.36050454579286
os_linux,Disk_io_util,os_004,14.796100407317748
os_linux,Disk_io_util,os_013,13.138448482227263
os_linux,Disk_io_util,os_005,7.4661669756294
os_linux,Disk_io_util,os_001,3.2422907384476964
os_linux,Disk_io_util,os_014,4.830168472745805e-09
os_linux,Disk_io_util,os_019,-1
os_linux,Disk_io_util,os_015,2.774316246013414
os_linux,Disk_io_util,os_022,-1
os_linux,Disk_io_util,os_011,15.172302866466733
os_linux,Disk_io_util,os_002,16.292964636922672
os_linux,Disk_io_util,os_017,5.115528977853062e-09
os_linux,Disk_io_util,os_010,-1
os_linux,Num_of_processes,os_009,0.8568936520403853
os_linux,Num_of_processes,os_012,0.8544827138903468
os_linux,Num_of_processes,os_019,0.8381535849891729
os_linux,Num_of_processes,os_003,0.856936436666183
os_linux,Num_of_processes,os_016,0.8576835903667086
os_linux,Num_of_processes,os_014,0.8528090203976176
os_linux,Num_of_processes,os_018,0.8468592183633816
os_linux,Num_of_processes,os_008,0.8574972984998552
os_linux,Num_of_processes,os_011,0.8571708069846082
os_linux,Num_of_processes,os_010,0.8572540966597609
os_linux,Num_of_processes,os_005,0.8566710806122508
os_linux,Num_of_processes,os_015,0.8575921310462902
os_linux,Num_of_processes,os_021,0.8532400084598151
os_linux,Num_of_processes,os_007,0.8572192781360188
os_linux,Num_of_processes,os_013,0.8597041201736078
os_linux,Num_of_processes,os_001,0.8592968298102616
os_linux,Num_of_processes,os_004,0.8575481509729637
os_linux,Num_of_processes,os_006,0.8569496476845491
os_linux,Num_of_processes,os_002,0.855974830196962
os_linux,Num_of_processes,os_022,0.8582479459242873
os_linux,Num_of_processes,os_020,0.8551010939680113
os_linux,Num_of_processes,os_017,0.8580136371603393
os_linux,Send_total,os_006,3.140120065891786
os_linux,Send_total,os_017,1.854852804104871
os_linux,Send_total,os_008,4.316753217184605
os_linux,Send_total,os_011,2.306196305265434
os_linux,Send_total,os_009,5.135774499289327
os_linux,Send_total,os_002,5.832817213358244
os_linux,Send_total,os_010,2.9975741732032715
os_linux,Send_total,os_012,4.08054260988673
os_linux,Send_total,os_007,1.8134909173620566
os_linux,Send_total,os_013,1.0273343436963767
os_linux,Send_total,os_001,2.618957787901327
os_linux,Send_total,os_019,1.429354385182741
os_linux,Send_total,os_014,5.712971320848757
os_linux,Send_total,os_018,1.537406840584285
os_linux,Send_total,os_005,0.8548661296982091
os_linux,Send_total,os_022,3.500344023116502
os_linux,Send_total,os_015,6.782546796773519
os_linux,Send_total,os_003,0.7868520581428375
os_linux,Send_total,os_021,4.240784317936335
os_linux,Send_total,os_020,1.8884364399114497
os_linux,Send_total,os_016,1.4520578964951107
os_linux,Send_total,os_004,1.0486566896755836
os_linux,Outgoing_network_traffic,os_022,3.5611152286184233
os_linux,Outgoing_network_traffic,os_005,0.862995425340262
os_linux,Outgoing_network_traffic,os_009,4.565037220205504
os_linux,Outgoing_network_traffic,os_001,5.417759568194101
os_linux,Outgoing_network_traffic,os_016,1.7441118863169223
os_linux,Outgoing_network_traffic,os_010,1.9001164480125734
os_linux,Outgoing_network_traffic,os_013,1.3194894410033544
os_linux,Outgoing_network_traffic,os_007,-1
os_linux,Outgoing_network_traffic,os_011,-1
os_linux,Outgoing_network_traffic,os_018,-1
os_linux,Outgoing_network_traffic,os_008,3.4565412981611763
os_linux,Outgoing_network_traffic,os_017,1.2853008568302922
os_linux,Outgoing_network_traffic,os_002,5.417350654631466
os_linux,Outgoing_network_traffic,os_021,3.359793856791852
os_linux,Outgoing_network_traffic,os_003,0.8646609070601563
os_linux,Outgoing_network_traffic,os_020,18.289417621536103
os_linux,Outgoing_network_traffic,os_019,0.9735209417760072
os_linux,Outgoing_network_traffic,os_006,1.1011950191041233
os_linux,Outgoing_network_traffic,os_004,3.569336717695677
os_linux,Outgoing_network_traffic,os_014,2.332047139037157
os_linux,Outgoing_network_traffic,os_015,-1
os_linux,Outgoing_network_traffic,os_012,2.6430242798386026
os_linux,Memory_available_pct,os_011,0.8569737800213653
os_linux,Memory_available_pct,os_010,0.85722929358767
os_linux,Memory_available_pct,os_002,0.8574117425086015
os_linux,Memory_available_pct,os_009,0.8567384150551353
os_linux,Memory_available_pct,os_012,0.84915815467328
os_linux,Memory_available_pct,os_007,0.8586560373383396
os_linux,Memory_available_pct,os_013,0.8553725169788599
os_linux,Memory_available_pct,os_001,0.8571995111196917
os_linux,Memory_available_pct,os_014,0.8575779832429691
os_linux,Memory_available_pct,os_019,0.8561807322599386
os_linux,Memory_available_pct,os_018,0.856310378358188
os_linux,Memory_available_pct,os_022,0.8571699686356602
os_linux,Memory_available_pct,os_005,0.8569583963541916
os_linux,Memory_available_pct,os_015,0.8569125694331476
os_linux,Memory_available_pct,os_020,0.8562036155334118
os_linux,Memory_available_pct,os_021,0.8573280747786247
os_linux,Memory_available_pct,os_003,0.8570808336045161
os_linux,Memory_available_pct,os_016,0.8572191642620924
os_linux,Memory_available_pct,os_004,0.8571095869525815
os_linux,Memory_available_pct,os_006,0.8551952375955144
os_linux,Memory_available_pct,os_008,0.8576154305411096
os_linux,Memory_available_pct,os_017,0.8555911206589942
os_linux,Incoming_network_traffic,os_015,2.681593584337862
os_linux,Incoming_network_traffic,os_012,3.536936684376922
os_linux,Incoming_network_traffic,os_022,4.800900295559005
os_linux,Incoming_network_traffic,os_009,4.012796798247781
os_linux,Incoming_network_traffic,os_005,0.8695018063044149
os_linux,Incoming_network_traffic,os_001,2.9207981738213755
os_linux,Incoming_network_traffic,os_010,3.5304576808577197
os_linux,Incoming_network_traffic,os_016,-1
os_linux,Incoming_network_traffic,os_013,-1
os_linux,Incoming_network_traffic,os_011,-1
os_linux,Incoming_network_traffic,os_007,-1
os_linux,Incoming_network_traffic,os_002,5.376023810247111
os_linux,Incoming_network_traffic,os_018,1.5464791006290493
os_linux,Incoming_network_traffic,os_008,14.140548537370048
os_linux,Incoming_network_traffic,os_021,4.227979290516154
os_linux,Incoming_network_traffic,os_017,3.173653101515229
os_linux,Incoming_network_traffic,os_003,0.8404818827510281
os_linux,Incoming_network_traffic,os_004,0.8666219373985317
os_linux,Incoming_network_traffic,os_020,-1
os_linux,Incoming_network_traffic,os_006,0.9626882593271586
os_linux,Incoming_network_traffic,os_019,1.0329390570055628
os_linux,Incoming_network_traffic,os_014,-1
os_linux,Zombie_Process,os_009,-1
os_linux,Zombie_Process,os_012,-1
os_linux,Zombie_Process,os_019,3.494443496714277
os_linux,Zombie_Process,os_003,3.0231796997244045
os_linux,Zombie_Process,os_016,-1
os_linux,Zombie_Process,os_014,-1
os_linux,Zombie_Process,os_018,2.9469159725266714
os_linux,Zombie_Process,os_008,-1
os_linux,Zombie_Process,os_011,-1
os_linux,Zombie_Process,os_010,-1
os_linux,Zombie_Process,os_005,-1
os_linux,Zombie_Process,os_015,-1
os_linux,Zombie_Process,os_021,-1
os_linux,Zombie_Process,os_007,-1
os_linux,Zombie_Process,os_013,-1
os_linux,Zombie_Process,os_001,-1
os_linux,Zombie_Process,os_004,-1
os_linux,Zombie_Process,os_006,-1
os_linux,Zombie_Process,os_002,-1
os_linux,Zombie_Process,os_022,-1
os_linux,Zombie_Process,os_020,4.870186981748883
os_linux,Zombie_Process,os_017,3.08336650120835
os_linux,Recv_total,os_006,0.9721672732548043
os_linux,Recv_total,os_017,0.825461970505345
os_linux,Recv_total,os_008,0.7823800773685877
os_linux,Recv_total,os_011,0.8577524507930817
os_linux,Recv_total,os_002,0.8533804201725779
os_linux,Recv_total,os_010,1.3482421597664884
os_linux,Recv_total,os_009,0.830165992854064
os_linux,Recv_total,os_012,0.8224536989194763
os_linux,Recv_total,os_007,1.6355790721383117
os_linux,Recv_total,os_013,0.8559644734217192
os_linux,Recv_total,os_001,0.796418105899461
os_linux,Recv_total,os_014,0.8527184901147723
os_linux,Recv_total,os_019,0.824673745992057
os_linux,Recv_total,os_018,0.8261342480533568
os_linux,Recv_total,os_022,0.7831745619074031
os_linux,Recv_total,os_005,0.8571218527503409
os_linux,Recv_total,os_015,0.8376416880074865
os_linux,Recv_total,os_003,0.8576783647320905
os_linux,Recv_total,os_021,0.7911394428083556
os_linux,Recv_total,os_020,0.821146133972958
os_linux,Recv_total,os_016,0.834301366150974
os_linux,Recv_total,os_004,0.8582379212555848
os_linux,Page_po,os_004,0.8514555783706698
os_linux,Page_po,os_017,0.8373949542875734
os_linux,Page_po,os_008,1.0909055872245565
os_linux,Page_po,os_006,0.9926420709300137
os_linux,Page_po,os_011,0.8603489671255082
os_linux,Page_po,os_002,0.9218931736192816
os_linux,Page_po,os_010,0.8765029400201019
os_linux,Page_po,os_009,0.8213412480648041
os_linux,Page_po,os_012,0.8628659328628838
os_linux,Page_po,os_007,0.8962522241743123
os_linux,Page_po,os_013,0.8470548143345339
os_linux,Page_po,os_001,0.8332072783451692
os_linux,Page_po,os_019,0.8408888570368563
os_linux,Page_po,os_014,0.8486678594553353
os_linux,Page_po,os_018,0.8224642016123388
os_linux,Page_po,os_022,0.8542256601981036
os_linux,Page_po,os_005,0.8514990005921523
os_linux,Page_po,os_015,0.843233051372029
os_linux,Page_po,os_021,0.8569459264918132
os_linux,Page_po,os_003,0.8541825680302988
os_linux,Page_po,os_020,0.8253275117792261
os_linux,Page_po,os_016,0.8658099604850691
os_linux,CPU_idle_pct,os_007,0.8555603322433547
os_linux,CPU_idle_pct,os_013,0.8531152771546333
os_linux,CPU_idle_pct,os_001,0.854985734389729
os_linux,CPU_idle_pct,os_019,0.8555354852694941
os_linux,CPU_idle_pct,os_014,0.8570940169955432
os_linux,CPU_idle_pct,os_018,0.8510528806969404
os_linux,CPU_idle_pct,os_005,0.8559304359507739
os_linux,CPU_idle_pct,os_022,0.8576076231678269
os_linux,CPU_idle_pct,os_015,0.8577598569457241
os_linux,CPU_idle_pct,os_021,0.857093172690157
os_linux,CPU_idle_pct,os_020,0.8590498033432057
os_linux,CPU_idle_pct,os_003,0.8586293050784689
os_linux,CPU_idle_pct,os_016,0.8549614811144891
os_linux,CPU_idle_pct,os_004,0.8582595259543353
os_linux,CPU_idle_pct,os_008,0.8570305187171433
os_linux,CPU_idle_pct,os_017,0.860325599425043
os_linux,CPU_idle_pct,os_006,0.85587573402079
os_linux,CPU_idle_pct,os_011,0.8551036319441288
os_linux,CPU_idle_pct,os_009,0.8591073448451378
os_linux,CPU_idle_pct,os_002,0.8573777596921707
os_linux,CPU_idle_pct,os_010,0.8572110357823871
os_linux,CPU_idle_pct,os_012,0.860290398627751
os_linux,Processor_load_1_min,os_012,7.4741265453974
os_linux,Processor_load_1_min,os_007,12.361160661339092
os_linux,Processor_load_1_min,os_013,12.77398297819318
os_linux,Processor_load_1_min,os_001,3.015781800992061
os_linux,Processor_load_1_min,os_019,5.215491287823472
os_linux,Processor_load_1_min,os_014,10.486536714514017
os_linux,Processor_load_1_min,os_018,4.456922651636956
os_linux,Processor_load_1_min,os_022,4.4072824909573205
os_linux,Processor_load_1_min,os_005,6.426852955236168
os_linux,Processor_load_1_min,os_015,13.043425732072631
os_linux,Processor_load_1_min,os_020,5.6316972855007155
os_linux,Processor_load_1_min,os_021,3.310348212230258
os_linux,Processor_load_1_min,os_003,6.531417809711257
os_linux,Processor_load_1_min,os_016,12.005099095044624
os_linux,Processor_load_1_min,os_004,4.661956772917099
os_linux,Processor_load_1_min,os_017,6.369339560479973
os_linux,Processor_load_1_min,os_008,11.114542411450898
os_linux,Processor_load_1_min,os_006,13.446169032006853
os_linux,Processor_load_1_min,os_011,11.180402649144632
os_linux,Processor_load_1_min,os_009,5.003747387821706
os_linux,Processor_load_1_min,os_010,4.332514847122088
os_linux,Processor_load_1_min,os_002,4.795462022166998
os_linux,Agent_ping,os_009,
os_linux,Agent_ping,os_002,
os_linux,Agent_ping,os_010,
os_linux,Agent_ping,os_012,
os_linux,Agent_ping,os_007,
os_linux,Agent_ping,os_013,
os_linux,Agent_ping,os_001,
os_linux,Agent_ping,os_019,
os_linux,Agent_ping,os_014,
os_linux,Agent_ping,os_018,
os_linux,Agent_ping,os_005,
os_linux,Agent_ping,os_022,
os_linux,Agent_ping,os_015,
os_linux,Agent_ping,os_003,
os_linux,Agent_ping,os_020,
os_linux,Agent_ping,os_021,
os_linux,Agent_ping,os_016,
os_linux,Agent_ping,os_004,
os_linux,Agent_ping,os_017,
os_linux,Agent_ping,os_008,
os_linux,Agent_ping,os_006,
os_linux,Agent_ping,os_011,
os_linux,Num_of_running_processes,os_009,1.0436444136136673
os_linux,Num_of_running_processes,os_012,1.0929263751791345
os_linux,Num_of_running_processes,os_019,1.4873991013215675
os_linux,Num_of_running_processes,os_003,1.1679906720198154
os_linux,Num_of_running_processes,os_016,0.9618634669435462
os_linux,Num_of_running_processes,os_014,
os_linux,Num_of_running_processes,os_018,1.3038545230322847
os_linux,Num_of_running_processes,os_008,1.1110549478941962
os_linux,Num_of_running_processes,os_011,
os_linux,Num_of_running_processes,os_010,1.3307825622098355
os_linux,Num_of_running_processes,os_005,1.3269246138751327
os_linux,Num_of_running_processes,os_015,0.9850049283855333
os_linux,Num_of_running_processes,os_021,1.2637701734075921
os_linux,Num_of_running_processes,os_007,1.0554927062953428
os_linux,Num_of_running_processes,os_013,
os_linux,Num_of_running_processes,os_001,1.3754380099336014
os_linux,Num_of_running_processes,os_004,1.1225766413029734
os_linux,Num_of_running_processes,os_006,0.9882181918525184
os_linux,Num_of_running_processes,os_002,1.266442358444012
os_linux,Num_of_running_processes,os_022,1.406301056432367
os_linux,Num_of_running_processes,os_020,1.2218779069839
os_linux,Num_of_running_processes,os_017,1.0974848876622907
os_linux,ss_total,os_011,0.8547815224844556
os_linux,ss_total,os_002,0.7940877849343935
os_linux,ss_total,os_010,0.8658754719589793
os_linux,ss_total,os_009,0.8584968311076285
os_linux,ss_total,os_012,0.8586510717236937
os_linux,ss_total,os_007,0.8263501452239223
os_linux,ss_total,os_013,0.8406567880165898
os_linux,ss_total,os_001,0.7985911047599696
os_linux,ss_total,os_019,0.841367393941179
os_linux,ss_total,os_014,0.8534347339129447
os_linux,ss_total,os_018,0.8525237930069008
os_linux,ss_total,os_005,0.8511020957804347
os_linux,ss_total,os_022,0.835192441276656
os_linux,ss_total,os_015,0.8634872393343054
os_linux,ss_total,os_021,0.8546300106455995
os_linux,ss_total,os_020,0.8389284681733458
os_linux,ss_total,os_003,0.8495659179288747
os_linux,ss_total,os_016,0.8583624373179788
os_linux,ss_total,os_004,0.8620358109188515
os_linux,ss_total,os_008,0.854020850886177
os_linux,ss_total,os_017,0.8562040073600176
os_linux,ss_total,os_006,0.8904616676642766
os_linux,Processor_load_15_min,os_012,5.506844534050493
os_linux,Processor_load_15_min,os_007,3.5618978890846416
os_linux,Processor_load_15_min,os_013,4.63922717857419
os_linux,Processor_load_15_min,os_001,2.680235562570216
os_linux,Processor_load_15_min,os_019,3.1508739664242515
os_linux,Processor_load_15_min,os_014,5.852443110157629
os_linux,Processor_load_15_min,os_018,2.8481857236650003
os_linux,Processor_load_15_min,os_005,4.063524166648041
os_linux,Processor_load_15_min,os_022,2.4300516229559928
os_linux,Processor_load_15_min,os_015,5.636483941988681
os_linux,Processor_load_15_min,os_020,2.9251972128526953
os_linux,Processor_load_15_min,os_021,3.0510734284710788
os_linux,Processor_load_15_min,os_003,4.359827897130221
os_linux,Processor_load_15_min,os_016,4.355182609657552
os_linux,Processor_load_15_min,os_004,3.2391031594076836
os_linux,Processor_load_15_min,os_006,5.757292239800375
os_linux,Processor_load_15_min,os_017,4.1543005555241495
os_linux,Processor_load_15_min,os_008,5.0478024075300105
os_linux,Processor_load_15_min,os_011,6.0524854387061335
os_linux,Processor_load_15_min,os_002,3.582797902177496
os_linux,Processor_load_15_min,os_010,3.0905743800619194
os_linux,Processor_load_15_min,os_009,3.9124111617278943
os_linux,Page_pi,os_004,1.0549283688300661
os_linux,Page_pi,os_008,-1
os_linux,Page_pi,os_017,16.373065379222904
os_linux,Page_pi,os_006,-1
os_linux,Page_pi,os_011,-1
os_linux,Page_pi,os_009,0.7345461923885787
os_linux,Page_pi,os_010,1.4479663663738007
os_linux,Page_pi,os_002,-1
os_linux,Page_pi,os_012,1.6105565012398126
os_linux,Page_pi,os_007,-1
os_linux,Page_pi,os_013,-1
os_linux,Page_pi,os_001,-1
os_linux,Page_pi,os_014,-1
os_linux,Page_pi,os_019,11.201054311474547
os_linux,Page_pi,os_018,4.9094679537257235
os_linux,Page_pi,os_005,-1
os_linux,Page_pi,os_022,1.0857591889703366
os_linux,Page_pi,os_015,-1
os_linux,Page_pi,os_020,5.414687860905614
os_linux,Page_pi,os_021,-1
os_linux,Page_pi,os_003,-1
os_linux,Page_pi,os_016,-1
os_linux,Disk_avgqu_sz,os_007,6.182499234986673
os_linux,Disk_avgqu_sz,os_013,7.614036182786415
os_linux,Disk_avgqu_sz,os_001,9.31131542548219
os_linux,Disk_avgqu_sz,os_014,4.30892941919241
os_linux,Disk_avgqu_sz,os_019,3.629568525089173
os_linux,Disk_avgqu_sz,os_018,3.444034218843864
os_linux,Disk_avgqu_sz,os_005,5.804965604482311
os_linux,Disk_avgqu_sz,os_022,5.197179774440526
os_linux,Disk_avgqu_sz,os_015,11.32091667745629
os_linux,Disk_avgqu_sz,os_020,3.6919758825452473
os_linux,Disk_avgqu_sz,os_021,4.476782804900724
os_linux,Disk_avgqu_sz,os_003,2.635995427311026
os_linux,Disk_avgqu_sz,os_016,4.610701838374301
os_linux,Disk_avgqu_sz,os_004,16.427377162167208
os_linux,Disk_avgqu_sz,os_017,6.7175376850012904
os_linux,Disk_avgqu_sz,os_008,5.526055169311851
os_linux,Disk_avgqu_sz,os_006,6.195115782848272
os_linux,Disk_avgqu_sz,os_011,2.632411724993678
os_linux,Disk_avgqu_sz,os_010,27.19973135014068
os_linux,Disk_avgqu_sz,os_002,5.919996411872523
os_linux,Disk_avgqu_sz,os_009,14.589374431310976
os_linux,Disk_avgqu_sz,os_012,5.157618408844359
os_linux,Disk_wr_kbs,os_001,3.0590636438438352
os_linux,Disk_wr_kbs,os_019,1.573730951860767
os_linux,Disk_wr_kbs,os_014,2.261993617452938
os_linux,Disk_wr_kbs,os_018,1.2079782702530402
os_linux,Disk_wr_kbs,os_005,0.9780815362400285
os_linux,Disk_wr_kbs,os_022,0.8525823288058421
os_linux,Disk_wr_kbs,os_015,3.0605117831740425
os_linux,Disk_wr_kbs,os_003,0.8126943543959221
os_linux,Disk_wr_kbs,os_020,0.9036535460948074
os_linux,Disk_wr_kbs,os_021,0.8384610004502373
os_linux,Disk_wr_kbs,os_016,2.752278707601961
os_linux,Disk_wr_kbs,os_004,0.8730177494448236
os_linux,Disk_wr_kbs,os_006,6.913839836726052
os_linux,Disk_wr_kbs,os_008,8.214984919325193
os_linux,Disk_wr_kbs,os_017,1.8585213719781164
os_linux,Disk_wr_kbs,os_011,2.992821881032404
os_linux,Disk_wr_kbs,os_010,4.907173869460229
os_linux,Disk_wr_kbs,os_002,3.6355900136690287
os_linux,Disk_wr_kbs,os_009,3.839274315973174
os_linux,Disk_wr_kbs,os_012,1.9822236127926638
os_linux,Disk_wr_kbs,os_007,6.653185124241633
os_linux,Disk_wr_kbs,os_013,3.082961603212545
os_linux,Disk_await,os_007,8.436693534823428
os_linux,Disk_await,os_013,2.354217204714123
os_linux,Disk_await,os_001,3.6545130444062073
os_linux,Disk_await,os_014,2.433543366038921
os_linux,Disk_await,os_019,3.417826969601823
os_linux,Disk_await,os_018,2.134299212165323
os_linux,Disk_await,os_005,1.730171733385181
os_linux,Disk_await,os_022,1.0919702060380234
os_linux,Disk_await,os_015,2.787222927148638
os_linux,Disk_await,os_021,0.9401541179780059
os_linux,Disk_await,os_020,1.3146389997357972
